Line,Label
Whether the debate will alter the course of the race remains to be seen.,Neutral
"There are two more presidential debates on the calendar, and the polls have started to swing in Romney's favor.",Neutral
"The tightening was reflected in the candidates' attitude onstage Thursday, each loath to give the other too many seconds of speech-time without a challenge.",Neutral
"The economy, the budget deficit and foreign policy were central.",Neutral
"Each candidate made frequent appeals to the middle class, Biden by pledging to protect programs in the federal budget and Ryan by pledging to grow the economy for everybody.",Neutral
Ryan opened the debate with tough criticism of the Obama administration over its handling of the Libya terror attack.,Neutral
"""What we are watching on our TV screens is the unraveling of the Obama foreign policy,"" Ryan said.",Neutral
"With the moderator, ABC News' Martha Raddatz, opening the debate with a question about the Libya strike, which happened a month ago Thursday, Ryan criticized the administration for waiting more than a week after the strike to call it a coordinated terror attack.",Neutral
"""This is becoming more troubling by the day.",Neutral
They first blamed the YouTube video.,Neutral
"Now they're trying to blame the Romney/Ryan ticket for making this an issue,"" he said.",Neutral
Ryan was referring to a claim by an Obama aide earlier Thursday that the only reason the attack had entered the political debate was because of Romney's criticism - a claim Romney rejected.,Neutral
"Biden was quick to retort: ""With all due respect, that's just a bunch of malarkey.",Informational
"... Not a single thing he said is accurate.""",Informational
"He added: ""This talk about this weakness, I don't understand what my friend's talking about.""",Neutral
"Biden also criticized Romney for making a ""political statement""on the night of the attack, a reference to Romney's criticism of the U.S. Embassy in Cairo's early response to protests there.",Neutral
"On the question of why the administration initially claimed the attack was the result of a protest, Biden explained ""the intelligence community told us that.""",Neutral
The face-off Thursday night was taking on outsized importance for a vice presidential debate.,Neutral
"After Obama's debate performance last week, the pressure was on Biden to recapture the momentum -- while equally on Ryan to prevent the Obama ticket from blunting Romney's surge.",Neutral
"Ryan referred to the weight on Biden's shoulders about mid-way through, as the two talked over each other on Medicare.",Neutral
"""Mr. vice president, I know you're under a lot of duress to make up for lost ground, but I think people would be better served if we don't keep interrupting each other,"" Ryan said.",Neutral
"On Medicare, Biden charged that the Republican ticket's plan would raise costs for future seniors with a de facto ""voucher"" system.",Neutral
"""Their ideas are old and their ideas are bad and they eliminate the guarantee of Medicare,"" he said.",Neutral
"Ryan shot back: ""They got caught with their hand in the cookie jar turning Medicare into a piggy bank for ObamaCare.""",Neutral
The debate veered across the spectrum of topics from the campaign trail.,Neutral
"On Iran's nuclear program, Biden repeatedly suggested Romney and Ryan would too readily choose the military option to stop it.",Neutral
"On abortion, he cautioned that the next president will get to choose one or two justices on the Supreme Court -- ""that's how close Roe v. Wade is.""",Neutral
"Ryan, toward the end of the debate, warned that a ""debt crisis is coming"" and claimed the sitting president offers little more than speeches to address the deficit.",Neutral
"""That's what we get in this administration -- speeches.",Neutral
"But we're not getting leadership,"" he said.",Neutral
"In a matter of days, Romney has picked up steam in both battleground and national polls.",Neutral
"The latest Fox News national poll of likely voters showed Romney edging Obama, 46 percent to 45 percent.",Neutral
"Obama has acknowledged he had a ""bad night"" in his debate last week, but the campaign indicates it will be more aggressive going forward.",Neutral
"After Biden's more feisty performance Thursday, Obama campaign manager Jim Messina quipped that he's a ""happy warrior"" for the middle class.",Lexical
The final presidential debates will be held Oct. 16 and Oct. 22.,Neutral
"The next one will be a town hall format focusing on a range of issues, and the last one will focus exclusively on foreign policy.",Neutral
"DANVILLE, Ky.  - Joe Biden did everything President Barack Obama did not last week, and a good bit more.",Informational
"The vice president dominated the spotlight in the only debate between himself and Rep. Paul Ryan (R-Wis.), charging at Republican Mitt Romney's running mate from the get-go and bombarding him with a flurry of eye rolls, interjections and accusations.",Lexical
